description,vlan,usage,iPv4_address,mac_address,port,connected_to,last_seen,location,model,code
antMiner-541,1204,60.3 MB,10.12.21.6,c2:06:62:59:4e:b2,4,M12-POD4-31-sw,4/14/2022 00:39,M12-POD4-31-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-641,1204,51.1 MB,10.12.21.7,d2:ea:4f:04:a6:ca,4,M12-POD4-32-sw,4/14/2022 00:39,M12-POD4-32-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-540,1204,47.7 MB,10.12.21.8,e8:23:1f:cf:de:48,5,M12-POD4-31-sw,4/14/2022 00:39,M12-POD4-31-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-437,1204,44.6 MB,10.12.21.9,90:9e:09:84:63:5a,20,M12-POD4-30-sw,4/14/2022 00:39,M12-POD4-30-4-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-553,1204,44.8 MB,10.12.21.10,6a:76:f5:75:63:e7,10,M12-POD4-30-sw,4/14/2022 00:39,M12-POD4-30-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-646,1204,58.2 MB,10.12.21.11,34:b1:11:9c:01:8e,4,M12-POD4-30-sw,4/14/2022 00:39,M12-POD4-30-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-597,1204,49.0 MB,10.12.21.12,e0:bc:92:6e:f5:9d,5,M12-POD4-30-sw,4/14/2022 00:39,M12-POD4-30-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-663,1204,60.0 MB,10.12.21.13,fc:37:a2:af:fe:9a,4,M12-POD4-29-sw,4/14/2022 00:39,M12-POD4-29-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-639,1204,46.7 MB,10.12.21.14,14:06:66:12:18:11,5,M12-POD4-29-sw,4/14/2022 00:39,M12-POD4-29-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-719,1204,51.4 MB,10.12.21.15,34:71:ce:5f:63:76,4,M12-POD4-28-sw,4/14/2022 00:39,M12-POD4-28-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-557,1204,47.2 MB,10.12.21.16,46:1d:25:e2:b4:35,5,M12-POD4-28-sw,4/14/2022 00:39,M12-POD4-28-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-562,1204,59.7 MB,10.12.21.17,66:f0:da:32:1f:48,13,M12-POD4-27-sw,4/14/2022 00:39,M12-POD4-27-3-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-555,1204,47.8 MB,10.12.21.18,3c:a5:e5:be:24:98,4,M12-POD4-27-sw,4/14/2022 00:39,M12-POD4-27-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-477,1204,45.1 MB,10.12.21.19,2e:f0:a6:16:be:60,5,M12-POD4-27-sw,4/14/2022 00:39,M12-POD4-27-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-626,1204,58.6 MB,10.12.21.20,56:de:8c:aa:f2:99,12,M12-POD4-26-sw,4/14/2022 00:39,M12-POD4-26-3-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-624,1204,67.9 MB,10.12.21.21,1a:f8:ef:4c:77:8b,14,M12-POD4-26-sw,4/14/2022 00:39,M12-POD4-26-3-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-575,1204,59.5 MB,10.12.21.22,60:df:ba:8d:6d:1c,4,M12-POD4-26-sw,4/14/2022 00:39,M12-POD4-26-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-606,1204,47.0 MB,10.12.21.23,52:24:e5:2f:d7:d8,5,M12-POD4-25-sw,4/14/2022 00:39,M12-POD4-25-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-645,1204,52.0 MB,10.12.21.24,20:f5:5f:28:09:c8,4,M12-POD4-25-sw,4/14/2022 00:39,M12-POD4-25-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-638,1204,47.0 MB,10.12.21.25,86:29:43:ac:7d:34,5,M12-POD4-26-sw,4/14/2022 00:39,M12-POD4-26-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-583,1204,61.2 MB,10.12.21.26,00:b2:17:16:ce:03,5,M12-POD4-24-sw,4/14/2022 00:39,M12-POD4-24-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-430,1204,47.9 MB,10.12.21.27,fa:71:01:87:53:ce,3,M12-POD4-23-sw,4/14/2022 00:39,M12-POD4-23-1-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-598,1204,55.3 MB,10.12.21.28,c0:13:38:94:e3:eb,9,M12-POD4-15-sw,4/14/2022 00:39,M12-POD4-15-2-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-627,1204,59.1 MB,10.12.21.29,52:df:28:85:78:f6,17,M12-POD4-11-sw,4/14/2022 00:39,M12-POD4-11-4-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-582,1204,60.0 MB,10.12.21.30,1e:fa:5f:a2:c0:60,3,M12-POD4-11-sw,4/14/2022 00:39,M12-POD4-11-1-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-51,1204,40.9 MB,10.12.21.31,46:48:dd:5b:e2:a3,15,M12-POD4-11-sw,4/14/2022 00:39,M12-POD4-11-3-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-560,1204,61.8 MB,10.12.21.32,8e:30:ad:77:c3:d5,18,M12-POD4-08-sw,4/14/2022 00:39,M12-POD4-8-4-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-574,1204,64.2 MB,10.12.21.35,82:73:e3:0c:f4:58,20,M12-POD4-29-sw,4/14/2022 00:39,M12-POD4-29-4-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-521,1204,60.4 MB,10.12.21.36,66:3e:c4:c6:89:78,15,M12-POD4-10-sw,4/14/2022 00:39,M12-POD4-10-3-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-581,1204,45.3 MB,10.12.21.37,1c:47:32:33:44:43,14,M12-POD4-28-sw,4/14/2022 00:39,M12-POD4-28-3-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-579,1204,47.0 MB,10.12.21.59,4a:92:7a:e0:03:39,1,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-1-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-491,1204,46.9 MB,10.12.21.60,da:e2:fa:3a:81:c6,2,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-1-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-621,1204,46.8 MB,10.12.21.61,24:38:d2:b2:c9:11,3,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-1-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-405,1204,47.0 MB,10.12.21.62,b8:9e:60:40:7c:16,4,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-440,1204,45.8 MB,10.12.21.63,f6:5d:99:d4:17:d1,5,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-613,1204,47.1 MB,10.12.21.64,32:6e:ff:96:f2:84,10,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-515,1204,52.9 MB,10.12.21.65,6e:7f:93:29:cb:cd,9,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-2-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-601,1204,46.8 MB,10.12.21.66,3a:49:2d:15:9e:25,8,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-2-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-546,1204,44.7 MB,10.12.21.67,68:c0:1c:a7:79:34,7,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-2-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-498,1204,47.2 MB,10.12.21.68,22:c2:4b:c9:b3:25,6,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-2-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-536,1204,48.6 MB,10.12.21.69,a6:1c:75:05:9f:6d,13,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-3-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-449,1204,56.8 MB,10.12.21.70,88:b7:50:8e:e9:e3,10,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-471,1204,45.0 MB,10.12.21.71,cc:27:34:39:73:f9,9,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-2-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-516,1204,45.2 MB,10.12.21.72,7a:64:f2:ce:3c:59,13,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-3-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-462,1204,43.5 MB,10.12.21.73,58:e6:d4:bc:b9:b7,20,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-4-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-514,1204,45.4 MB,10.12.21.74,9e:8f:14:af:28:27,14,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-3-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-500,1204,45.5 MB,10.12.21.75,54:63:2f:a8:ac:e3,15,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-3-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-573,1204,43.3 MB,10.12.21.76,c8:41:a9:1e:74:bd,19,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-4-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-525,1204,44.9 MB,10.12.21.77,34:07:f3:76:f8:71,18,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-4-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-586,1204,54.2 MB,10.12.21.78,ac:47:01:ce:f2:18,11,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-3-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-556,1204,52.3 MB,10.12.21.80,a6:a0:0b:ca:67:5c,12,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-3-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-438,1204,47.2 MB,10.12.21.81,86:6d:c8:5b:25:46,11,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-3-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-513,1204,43.5 MB,10.12.21.82,b8:16:4b:10:69:3d,17,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-4-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-543,1204,47.4 MB,10.12.21.83,0e:df:a5:02:0a:6f,16,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-4-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-425,1204,45.1 MB,10.12.21.84,b6:ab:6a:c6:66:be,15,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-3-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-423,1204,39.5 MB,10.12.21.85,7c:2d:cf:31:af:4a,14,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-3-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-458,1204,47.2 MB,10.12.21.86,12:32:96:7b:5a:f6,16,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-4-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-592,1204,44.5 MB,10.12.21.87,fa:e6:f4:62:fb:5c,17,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-4-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-390,1204,46.2 MB,10.12.21.88,d0:ee:d0:0b:ff:17,18,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-4-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-433,1204,46.2 MB,10.12.21.89,28:0b:28:10:b8:20,19,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-4-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-431,1204,43.0 MB,10.12.21.90,98:d6:2c:69:f4:70,20,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-4-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-432,1204,47.6 MB,10.12.21.91,32:de:43:82:6a:9f,7,M12-POD4-09-sw,4/14/2022 00:39,M12-POD4-9-2-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-578,1204,43.7 MB,10.12.21.92,d2:da:3f:4a:1d:36,20,M12-POD4-10-sw,4/14/2022 00:39,M12-POD4-10-4-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-435,1204,46.7 MB,10.12.21.93,50:91:ad:3a:1a:cd,4,M12-POD4-21-sw,4/14/2022 00:39,M12-POD4-21-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-451,1204,45.5 MB,10.12.21.94,1a:6b:a3:42:89:38,6,M12-POD4-03-sw,4/14/2022 00:39,M12-POD4-3-2-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-427,1204,46.3 MB,10.12.21.95,80:ee:8a:19:ff:e0,10,M12-POD4-22-sw,4/14/2022 00:39,M12-POD4-22-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-610,1204,59.5 MB,10.12.21.96,8e:ab:72:36:9b:af,8,M12-POD4-22-sw,4/14/2022 00:39,M12-POD4-22-2-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-404,1204,47.4 MB,10.12.21.97,cc:73:e3:77:a9:75,19,M12-POD4-27-sw,4/14/2022 00:39,M12-POD4-27-4-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-469,1204,47.3 MB,10.12.21.98,9c:78:0a:1d:da:de,17,M12-POD4-23-sw,4/14/2022 00:39,M12-POD4-23-4-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-401,1204,47.4 MB,10.12.21.99,fc:00:8f:f8:b3:c4,1,M12-POD4-25-sw,4/14/2022 00:39,M12-POD4-25-1-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-814,1204,51.8 MB,10.12.21.100,9a:c6:21:81:7b:3c,14,M12-POD4-14-sw,4/14/2022 00:39,M12-POD4-14-3-4,Antminer T17+ (vnish 2.0.4), T17+
Avalon3135F9,1204,30.0 MB,10.12.21.105,b4:a2:eb:31:35:f9,26,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-6-1,AvalonMiner 1047,A1047
Avalon317858,1204,30.2 MB,10.12.21.106,b4:a2:eb:31:78:58,27,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-6-2,AvalonMiner 1047,A1047
Avalon313941,1204,31.2 MB,10.12.21.107,b4:a2:eb:31:39:41,28,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-6-3,AvalonMiner 1047,A1047
Avalon318794,1204,28.1 MB,10.12.21.108,b4:a2:eb:31:87:94,29,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-6-4,AvalonMiner 1047,A1047
Avalon3173C7,1204,31.1 MB,10.12.21.109,b4:a2:eb:31:73:c7,30,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-6-5,AvalonMiner 1047,A1047
Avalon316872,1204,30.1 MB,10.12.21.110,b4:a2:eb:31:68:72,25,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-5-5,AvalonMiner 1047,A1047
Avalon3139AE,1204,30.1 MB,10.12.21.111,b4:a2:eb:31:39:ae,26,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-6-1,AvalonMiner 1047,A1047
Avalon316205,1204,30.7 MB,10.12.21.112,b4:a2:eb:31:62:05,27,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-6-2,AvalonMiner 1047,A1047
Avalon31706B,1204,28.5 MB,10.12.21.113,b4:a2:eb:31:70:6b,28,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-6-3,AvalonMiner 1047,A1047
Avalon315E1E,1204,31.1 MB,10.12.21.114,b4:a2:eb:31:5e:1e,29,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-6-4,AvalonMiner 1047,A1047
Avalon3168AB,1204,17.1 MB,10.12.21.115,b4:a2:eb:31:68:ab,30,M12-POD4-02-sw,4/14/2022 00:38,M12-POD4-2-6-5,Idle,Idle
Avalon31812E,1204,29.7 MB,10.12.21.116,b4:a2:eb:31:81:2e,25,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-5-5,AvalonMiner 1047,A1047
Avalon316840,1204,28.6 MB,10.12.21.117,b4:a2:eb:31:68:40,22,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-5-2,AvalonMiner 1047,A1047
Avalon3171CB,1204,31.0 MB,10.12.21.118,b4:a2:eb:31:71:cb,21,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-5-1,AvalonMiner 1047,A1047
Avalon3182E0,1204,38.3 MB,10.12.21.119,b4:a2:eb:31:82:e0,23,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-5-3,AvalonMiner 1047,A1047
Avalon31895B,1204,42.5 MB,10.12.21.120,b4:a2:eb:31:89:5b,24,M12-POD4-01-sw,4/14/2022 00:39,M12-POD4-1-5-4,AvalonMiner 1047,A1047
Avalon318714,1204,30.3 MB,10.12.21.121,b4:a2:eb:31:87:14,26,M12-POD4-03-sw,4/14/2022 00:39,M12-POD4-3-6-1,AvalonMiner 1047,A1047
Avalon314F62,1204,29.8 MB,10.12.21.122,b4:a2:eb:31:4f:62,27,M12-POD4-03-sw,4/14/2022 00:39,M12-POD4-3-6-2,AvalonMiner 1047,A1047
Avalon3135C4,1204,31.3 MB,10.12.21.123,b4:a2:eb:31:35:c4,25,M12-POD4-03-sw,4/14/2022 00:39,M12-POD4-3-5-5,AvalonMiner 1047,A1047
Avalon3189E1,1204,33.0 MB,10.12.21.124,b4:a2:eb:31:89:e1,29,M12-POD4-03-sw,4/14/2022 00:39,M12-POD4-3-6-4,AvalonMiner 1047,A1047
Avalon312E23,1204,30.1 MB,10.12.21.125,b4:a2:eb:31:2e:23,30,M12-POD4-03-sw,4/14/2022 00:39,M12-POD4-3-6-5,AvalonMiner 1047,A1047
Avalon317814,1204,29.4 MB,10.12.21.126,b4:a2:eb:31:78:14,28,M12-POD4-03-sw,4/14/2022 00:39,M12-POD4-3-6-3,AvalonMiner 1047,A1047
Avalon31396C,1204,29.7 MB,10.12.21.127,b4:a2:eb:31:39:6c,25,M12-POD4-04-sw,4/14/2022 00:39,M12-POD4-4-5-5,AvalonMiner 1047,A1047
Avalon3178B5,1204,30.9 MB,10.12.21.128,b4:a2:eb:31:78:b5,30,M12-POD4-04-sw,4/14/2022 00:39,M12-POD4-4-6-5,AvalonMiner 1047,A1047
Avalon318F7F,1204,29.2 MB,10.12.21.129,b4:a2:eb:31:8f:7f,29,M12-POD4-04-sw,4/14/2022 00:39,M12-POD4-4-6-4,AvalonMiner 1047,A1047
Avalon318AB4,1204,31.3 MB,10.12.21.130,b4:a2:eb:31:8a:b4,28,M12-POD4-04-sw,4/14/2022 00:39,M12-POD4-4-6-3,AvalonMiner 1047,A1047
Avalon3169FF,1204,30.2 MB,10.12.21.131,b4:a2:eb:31:69:ff,27,M12-POD4-04-sw,4/14/2022 00:39,M12-POD4-4-6-2,AvalonMiner 1047,A1047
Avalon3186D0,1204,29.1 MB,10.12.21.132,b4:a2:eb:31:86:d0,26,M12-POD4-04-sw,4/14/2022 00:39,M12-POD4-4-6-1,AvalonMiner 1047,A1047
Avalon318FBE,1204,30.6 MB,10.12.21.133,b4:a2:eb:31:8f:be,22,M12-POD4-03-sw,4/14/2022 00:39,M12-POD4-3-5-2,AvalonMiner 1047,A1047
Avalon3136A9,1204,30.5 MB,10.12.21.134,b4:a2:eb:31:36:a9,23,M12-POD4-03-sw,4/14/2022 00:39,M12-POD4-3-5-3,AvalonMiner 1047,A1047
Avalon318FA5,1204,29.9 MB,10.12.21.135,b4:a2:eb:31:8f:a5,24,M12-POD4-03-sw,4/14/2022 00:39,M12-POD4-3-5-4,AvalonMiner 1047,A1047
Avalon318967,1204,29.7 MB,10.12.21.136,b4:a2:eb:31:89:67,22,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-5-2,AvalonMiner 1047,A1047
Avalon315CC9,1204,29.5 MB,10.12.21.137,b4:a2:eb:31:5c:c9,21,M12-POD4-02-sw,4/14/2022 00:39,M12-POD4-2-5-1,AvalonMiner 1047,A1047
Avalon317FE7,1204,29.7 MB,10.12.21.138,b4:a2:eb:31:7f:e7,24,M12-POD4-04-sw,4/14/2022 00:39,M12-POD4-4-5-4,AvalonMiner 1047,A1047
Avalon3182B6,1204,37.3 MB,10.12.21.139,b4:a2:eb:31:82:b6,23,M12-POD4-04-sw,4/14/2022 00:39,M12-POD4-4-5-3,AvalonMiner 1047,A1047
Avalon318EFE,1204,29.6 MB,10.12.21.140,b4:a2:eb:31:8e:fe,22,M12-POD4-04-sw,4/14/2022 00:39,M12-POD4-4-5-2,AvalonMiner 1047,A1047
Avalon316635,1204,31.3 MB,10.12.21.141,b4:a2:eb:31:66:35,21,M12-POD4-04-sw,4/14/2022 00:39,M12-POD4-4-5-1,AvalonMiner 1047,A1047
Avalon312DAC,1204,28.8 MB,10.12.21.142,b4:a2:eb:31:2d:ac,21,M12-POD4-03-sw,4/14/2022 00:39,M12-POD4-3-5-1,AvalonMiner 1047,A1047
Avalon3182AF,1204,30.3 MB,10.12.21.143,b4:a2:eb:31:82:af,26,M12-POD4-05-sw,4/14/2022 00:39,M12-POD4-5-6-1,AvalonMiner 1047,A1047
Avalon3138AA,1204,29.8 MB,10.12.21.144,b4:a2:eb:31:38:aa,27,M12-POD4-05-sw,4/14/2022 00:39,M12-POD4-5-6-2,AvalonMiner 1047,A1047
Avalon313969,1204,30.3 MB,10.12.21.145,b4:a2:eb:31:39:69,28,M12-POD4-05-sw,4/14/2022 00:39,M12-POD4-5-6-3,AvalonMiner 1047,A1047
Avalon3165FF,1204,29.5 MB,10.12.21.146,b4:a2:eb:31:65:ff,29,M12-POD4-05-sw,4/14/2022 00:39,M12-POD4-5-6-4,AvalonMiner 1047,A1047
Avalon313A73,1204,30.9 MB,10.12.21.147,b4:a2:eb:31:3a:73,30,M12-POD4-05-sw,4/14/2022 00:39,M12-POD4-5-6-5,AvalonMiner 1047,A1047
Avalon3169DF,1204,30.3 MB,10.12.21.148,b4:a2:eb:31:69:df,23,M12-POD4-05-sw,4/14/2022 00:39,M12-POD4-5-5-3,AvalonMiner 1047,A1047
Avalon3165DD,1204,29.9 MB,10.12.21.149,b4:a2:eb:31:65:dd,25,M12-POD4-06-sw,4/14/2022 00:39,M12-POD4-6-5-5,AvalonMiner 1047,A1047
Avalon314F3A,1204,32.3 MB,10.12.21.150,b4:a2:eb:31:4f:3a,28,M12-POD4-06-sw,4/14/2022 00:39,M12-POD4-6-6-3,AvalonMiner 1047,A1047
Avalon3161BB,1204,31.7 MB,10.12.21.151,b4:a2:eb:31:61:bb,27,M12-POD4-06-sw,4/14/2022 00:39,M12-POD4-6-6-2,AvalonMiner 1047,A1047
Avalon3167DD,1204,30.7 MB,10.12.21.152,b4:a2:eb:31:67:dd,26,M12-POD4-06-sw,4/14/2022 00:39,M12-POD4-6-6-1,AvalonMiner 1047,A1047
Avalon317877,1204,29.8 MB,10.12.21.153,b4:a2:eb:31:78:77,29,M12-POD4-06-sw,4/14/2022 00:39,M12-POD4-6-6-4,AvalonMiner 1047,A1047
Avalon3139E7,1204,29.5 MB,10.12.21.154,b4:a2:eb:31:39:e7,30,M12-POD4-06-sw,4/14/2022 00:39,M12-POD4-6-6-5,AvalonMiner 1047,A1047
Avalon3160FF,1204,29.5 MB,10.12.21.155,b4:a2:eb:31:60:ff,27,M12-POD4-07-sw,4/14/2022 00:39,M12-POD4-7-6-2,AvalonMiner 1047,A1047
Avalon318219,1204,29.2 MB,10.12.21.156,b4:a2:eb:31:82:19,28,M12-POD4-07-sw,4/14/2022 00:39,M12-POD4-7-6-3,AvalonMiner 1047,A1047
Avalon317F2E,1204,30.1 MB,10.12.21.157,b4:a2:eb:31:7f:2e,29,M12-POD4-07-sw,4/14/2022 00:39,M12-POD4-7-6-4,AvalonMiner 1047,A1047
Avalon316842,1204,32.3 MB,10.12.21.158,b4:a2:eb:31:68:42,30,M12-POD4-07-sw,4/14/2022 00:39,M12-POD4-7-6-5,AvalonMiner 1047,A1047
Avalon318D19,1204,31.3 MB,10.12.21.159,b4:a2:eb:31:8d:19,25,M12-POD4-07-sw,4/14/2022 00:39,M12-POD4-7-5-5,AvalonMiner 1047,A1047
Avalon3138E8,1204,32.7 MB,10.12.21.160,b4:a2:eb:31:38:e8,26,M12-POD4-08-sw,4/14/2022 00:39,M12-POD4-8-6-1,AvalonMiner 1047,A1047
Avalon31687B,1204,30.4 MB,10.12.21.161,b4:a2:eb:31:68:7b,27,M12-POD4-08-sw,4/14/2022 00:39,M12-POD4-8-6-2,AvalonMiner 1047,A1047
Avalon313A0A,1204,28.0 MB,10.12.21.162,b4:a2:eb:31:3a:0a,28,M12-POD4-08-sw,4/14/2022 00:39,M12-POD4-8-6-3,AvalonMiner 1047,A1047
Avalon317845,1204,30.4 MB,10.12.21.163,b4:a2:eb:31:78:45,29,M12-POD4-08-sw,4/14/2022 00:39,M12-POD4-8-6-4,AvalonMiner 1047,A1047
Avalon317875,1204,30.5 MB,10.12.21.164,b4:a2:eb:31:78:75,30,M12-POD4-08-sw,4/14/2022 00:39,M12-POD4-8-6-5,AvalonMiner 1047,A1047
Avalon3178B6,1204,29.7 MB,10.12.21.165,b4:a2:eb:31:78:b6,23,M12-POD4-08-sw,4/14/2022 00:39,M12-POD4-8-5-3,AvalonMiner 1047,A1047
Avalon3187E6,1204,31.6 MB,10.12.21.166,b4:a2:eb:31:87:e6,24,M12-POD4-05-sw,4/14/2022 00:39,M12-POD4-5-5-4,AvalonMiner 1047,A1047
Avalon3173A7,1204,29.0 MB,10.12.21.167,b4:a2:eb:31:73:a7,25,M12-POD4-05-sw,4/14/2022 00:39,M12-POD4-5-5-5,AvalonMiner 1047,A1047
Avalon315EB5,1204,30.2 MB,10.12.21.168,b4:a2:eb:31:5e:b5,21,M12-POD4-05-sw,4/14/2022 00:39,M12-POD4-5-5-1,AvalonMiner 1047,A1047
Avalon313995,1204,31.6 MB,10.12.21.169,b4:a2:eb:31:39:95,22,M12-POD4-05-sw,4/14/2022 00:39,M12-POD4-5-5-2,AvalonMiner 1047,A1047
Avalon3166A6,1204,29.5 MB,10.12.21.170,b4:a2:eb:31:66:a6,21,M12-POD4-06-sw,4/14/2022 00:39,M12-POD4-6-5-1,AvalonMiner 1047,A1047
Avalon313986,1204,28.7 MB,10.12.21.171,b4:a2:eb:31:39:86,22,M12-POD4-06-sw,4/14/2022 00:39,M12-POD4-6-5-2,AvalonMiner 1047,A1047
Avalon318D14,1204,31.1 MB,10.12.21.172,b4:a2:eb:31:8d:14,23,M12-POD4-06-sw,4/14/2022 00:39,M12-POD4-6-5-3,AvalonMiner 1047,A1047
Avalon312E78,1204,39.2 MB,10.12.21.173,b4:a2:eb:31:2e:78,24,M12-POD4-06-sw,4/14/2022 00:39,M12-POD4-6-5-4,AvalonMiner 1047,A1047
Avalon315090,1204,29.5 MB,10.12.21.174,b4:a2:eb:31:50:90,24,M12-POD4-08-sw,4/14/2022 00:39,M12-POD4-8-5-4,AvalonMiner 1047,A1047
Avalon3154C7,1204,30.6 MB,10.12.21.175,b4:a2:eb:31:54:c7,22,M12-POD4-07-sw,4/14/2022 00:39,M12-POD4-7-5-2,AvalonMiner 1047,A1047
